date,day_of_week,hour,weather,has_event,is_holiday,actual_covers
2023-07-18,1,17,sunny,0,0,13
2023-07-18,1,18,sunny,0,0,33
2023-07-18,1,19,sunny,0,0,50
2023-07-18,1,20,sunny,0,0,41
2023-07-18,1,21,sunny,0,0,24
2023-07-19,2,11,sunny,0,0,10
2023-07-19,2,12,sunny,0,0,22
2023-07-19,2,13,sunny,0,0,29
2023-07-19,2,14,sunny,0,0,28
2023-07-19,2,15,sunny,0,0,13
2023-07-19,2,16,sunny,0,0,5
2023-07-19,2,17,sunny,0,0,11
2023-07-19,2,18,sunny,0,0,36
2023-07-19,2,19,sunny,0,0,49
2023-07-19,2,20,sunny,0,0,42
2023-07-19,2,21,sunny,0,0,22
2023-07-20,3,11,stormy,0,0,4
2023-07-20,3,12,stormy,0,0,8
2023-07-20,3,13,stormy,0,0,14
2023-07-20,3,14,stormy,0,0,8
2023-07-20,3,15,stormy,0,0,5
2023-07-20,3,16,stormy,0,0,4
2023-07-20,3,17,stormy,0,0,6
2023-07-20,3,18,stormy,0,0,15
2023-07-20,3,19,stormy,0,0,24
2023-07-20,3,20,stormy,0,0,20
2023-07-20,3,21,stormy,0,0,11
2023-07-21,4,11,cloudy,0,0,9
2023-07-21,4,12,cloudy,0,0,25
2023-07-21,4,13,cloudy,0,0,27
2023-07-21,4,14,cloudy,0,0,21
2023-07-21,4,15,cloudy,0,0,9
2023-07-21,4,16,cloudy,0,0,6
2023-07-21,4,17,cloudy,0,0,12
2023-07-21,4,18,cloudy,0,0,36
2023-07-21,4,19,cloudy,0,0,48
2023-07-21,4,20,cloudy,0,0,32
2023-07-21,4,21,cloudy,0,0,22
2023-07-22,5,11,sunny,1,0,15
2023-07-22,5,12,sunny,1,0,40
2023-07-22,5,13,sunny,1,0,59
2023-07-22,5,14,sunny,1,0,37
2023-07-22,5,15,sunny,1,0,28
2023-07-22,5,16,sunny,1,0,13
2023-07-22,5,17,sunny,1,0,21
2023-07-22,5,18,sunny,1,0,60
2023-07-22,5,19,sunny,1,0,97
2023-07-22,5,20,sunny,1,0,95
2023-07-22,5,21,sunny,1,0,35
2023-07-23,6,11,cloudy,0,0,8
2023-07-23,6,12,cloudy,0,0,25
2023-07-23,6,13,cloudy,0,0,38
2023-07-23,6,14,cloudy,0,0,15
2023-07-23,6,15,cloudy,0,0,13
2023-07-23,6,16,cloudy,0,0,8
2023-07-23,6,17,cloudy,0,0,17
2023-07-23,6,18,cloudy,0,0,34
2023-07-23,6,19,cloudy,0,0,52
2023-07-23,6,20,cloudy,0,0,40
2023-07-23,6,21,cloudy,0,0,26
2023-07-24,0,11,sunny,0,0,8
2023-07-24,0,12,sunny,0,0,27
2023-07-24,0,13,sunny,0,0,35
2023-07-24,0,14,sunny,0,0,20
2023-07-24,0,15,sunny,0,0,11
2023-07-24,0,16,sunny,0,0,5
2023-07-24,0,17,sunny,0,0,13
2023-07-24,0,18,sunny,0,0,34
2023-07-24,0,19,sunny,0,0,60
2023-07-24,0,20,sunny,0,0,34
2023-07-24,0,21,sunny,0,0,27
2023-07-25,1,11,sunny,1,0,13
2023-07-25,1,12,sunny,1,0,35
2023-07-25,1,13,sunny,1,0,52
2023-07-25,1,14,sunny,1,0,29
2023-07-25,1,15,sunny,1,0,16
2023-07-25,1,16,sunny,1,0,9
2023-07-25,1,17,sunny,1,0,21
2023-07-25,1,18,sunny,1,0,52
2023-07-25,1,19,sunny,1,0,57
2023-07-25,1,20,sunny,1,0,45
2023-07-25,1,21,sunny,1,0,30
2023-07-26,2,11,rainy,0,0,5
2023-07-26,2,12,rainy,0,0,17
2023-07-26,2,13,rainy,0,0,25
2023-07-26,2,14,rainy,0,0,13
2023-07-26,2,15,rainy,0,0,7
2023-07-26,2,16,rainy,0,0,4
2023-07-26,2,17,rainy,0,0,10
2023-07-26,2,18,rainy,0,0,17
2023-07-26,2,19,rainy,0,0,29
2023-07-26,2,20,rainy,0,0,28
2023-07-26,2,21,rainy,0,0,18
2023-07-27,3,11,cloudy,0,0,7
2023-07-27,3,12,cloudy,0,0,17
2023-07-27,3,13,cloudy,0,0,30
2023-07-27,3,14,cloudy,0,0,16
2023-07-27,3,15,cloudy,0,0,8
2023-07-27,3,16,cloudy,0,0,5
2023-07-27,3,17,cloudy,0,0,11
2023-07-27,3,18,cloudy,0,0,27
2023-07-27,3,19,cloudy,0,0,29
2023-07-27,3,20,cloudy,0,0,38
2023-07-27,3,21,cloudy,0,0,23
2023-07-28,4,11,rainy,1,0,10
2023-07-28,4,12,rainy,1,0,22
2023-07-28,4,13,rainy,1,0,32
2023-07-28,4,14,rainy,1,0,21
2023-07-28,4,15,rainy,1,0,12
2023-07-28,4,16,rainy,1,0,7
2023-07-28,4,17,rainy,1,0,13
2023-07-28,4,18,rainy,1,0,35
2023-07-28,4,19,rainy,1,0,50
2023-07-28,4,20,rainy,1,0,48
2023-07-28,4,21,rainy,1,0,25
2023-07-29,5,11,rainy,0,0,9
2023-07-29,5,12,rainy,0,0,25
2023-07-29,5,13,rainy,0,0,28
2023-07-29,5,14,rainy,0,0,23
2023-07-29,5,15,rainy,0,0,12
2023-07-29,5,16,rainy,0,0,6
2023-07-29,5,17,rainy,0,0,12
2023-07-29,5,18,rainy,0,0,34
2023-07-29,5,19,rainy,0,0,47
2023-07-29,5,20,rainy,0,0,40
2023-07-29,5,21,rainy,0,0,23
2023-07-30,6,11,cloudy,0,0,10
2023-07-30,6,12,cloudy,0,0,31
2023-07-30,6,13,cloudy,0,0,31
2023-07-30,6,14,cloudy,0,0,24
2023-07-30,6,15,cloudy,0,0,15
2023-07-30,6,16,cloudy,0,0,7
2023-07-30,6,17,cloudy,0,0,14
2023-07-30,6,18,cloudy,0,0,35
2023-07-30,6,19,cloudy,0,0,45
2023-07-30,6,20,cloudy,0,0,41
2023-07-30,6,21,cloudy,0,0,24
2023-07-31,0,11,stormy,0,0,3
2023-07-31,0,12,stormy,0,0,10
2023-07-31,0,13,stormy,0,0,18
2023-07-31,0,14,stormy,0,0,10
2023-07-31,0,15,stormy,0,0,6
2023-07-31,0,16,stormy,0,0,3
2023-07-31,0,17,stormy,0,0,7
2023-07-31,0,18,stormy,0,0,14
2023-07-31,0,19,stormy,0,0,24
2023-07-31,0,20,stormy,0,0,19
2023-07-31,0,21,stormy,0,0,11
2023-08-01,1,11,sunny,0,0,9
2023-08-01,1,12,sunny,0,0,22
2023-08-01,1,13,sunny,0,0,33
2023-08-01,1,14,sunny,0,0,17
2023-08-01,1,15,sunny,0,0,12
2023-08-01,1,16,sunny,0,0,5
2023-08-01,1,17,sunny,0,0,14
2023-08-01,1,18,sunny,0,0,37
2023-08-01,1,19,sunny,0,0,42
2023-08-01,1,20,sunny,0,0,43
2023-08-01,1,21,sunny,0,0,23
2023-08-02,2,11,sunny,0,0,8
2023-08-02,2,12,sunny,0,0,26
2023-08-02,2,13,sunny,0,0,26
2023-08-02,2,14,sunny,0,0,20
2023-08-02,2,15,sunny,0,0,11
2023-08-02,2,16,sunny,0,0,7
2023-08-02,2,17,sunny,0,0,13
2023-08-02,2,18,sunny,0,0,33
2023-08-02,2,19,sunny,0,0,50
2023-08-02,2,20,sunny,0,0,41
2023-08-02,2,21,sunny,0,0,23
2023-08-03,3,11,sunny,0,0,10
2023-08-03,3,12,sunny,0,0,27
2023-08-03,3,13,sunny,0,0,28
2023-08-03,3,14,sunny,0,0,20
2023-08-03,3,15,sunny,0,0,11
2023-08-03,3,16,sunny,0,0,6
2023-08-03,3,17,sunny,0,0,14
2023-08-03,3,18,sunny,0,0,40
2023-08-03,3,19,sunny,0,0,51
2023-08-03,3,20,sunny,0,0,33
2023-08-03,3,21,sunny,0,0,24
2023-08-04,4,11,rainy,1,0,11
2023-08-04,4,12,rainy,1,0,27
2023-08-04,4,13,rainy,1,0,37
2023-08-04,4,14,rainy,1,0,26
2023-08-04,4,15,rainy,1,0,13
2023-08-04,4,16,rainy,1,0,7
2023-08-04,4,17,rainy,1,0,16
2023-08-04,4,18,rainy,1,0,36
2023-08-04,4,19,rainy,1,0,47
2023-08-04,4,20,rainy,1,0,39
2023-08-04,4,21,rainy,1,0,28
2023-08-05,5,11,rainy,0,0,9
2023-08-05,5,12,rainy,0,0,20
2023-08-05,5,13,rainy,0,0,32
2023-08-05,5,14,rainy,0,0,15
2023-08-05,5,15,rainy,0,0,12
2023-08-05,5,16,rainy,0,0,7
2023-08-05,5,17,rainy,0,0,12
2023-08-05,5,18,rainy,0,0,34
2023-08-05,5,19,rainy,0,0,55
2023-08-05,5,20,rainy,0,0,36
2023-08-05,5,21,rainy,0,0,19
2023-08-06,6,11,stormy,0,0,6
2023-08-06,6,12,stormy,0,0,19
2023-08-06,6,13,stormy,0,0,20
2023-08-06,6,14,stormy,0,0,14
2023-08-06,6,15,stormy,0,0,8
2023-08-06,6,16,stormy,0,0,3
2023-08-06,6,17,stormy,0,0,8
2023-08-06,6,18,stormy,0,0,24
2023-08-06,6,19,stormy,0,0,34
2023-08-06,6,20,stormy,0,0,26
2023-08-06,6,21,stormy,0,0,12
2023-08-07,0,11,cloudy,0,0,7
2023-08-07,0,12,cloudy,0,0,22
2023-08-07,0,13,cloudy,0,0,33
2023-08-07,0,14,cloudy,0,0,19
2023-08-07,0,15,cloudy,0,0,10
2023-08-07,0,16,cloudy,0,0,6
2023-08-07,0,17,cloudy,0,0,12
2023-08-07,0,18,cloudy,0,0,32
2023-08-07,0,19,cloudy,0,0,27
2023-08-07,0,20,cloudy,0,0,33
2023-08-07,0,21,cloudy,0,0,20
2023-08-08,1,11,sunny,0,0,7
2023-08-08,1,12,sunny,0,0,30
2023-08-08,1,13,sunny,0,0,38
2023-08-08,1,14,sunny,0,0,19
2023-08-08,1,15,sunny,0,0,11
2023-08-08,1,16,sunny,0,0,6
2023-08-08,1,17,sunny,0,0,13
2023-08-08,1,18,sunny,0,0,35
2023-08-08,1,19,sunny,0,0,41
2023-08-08,1,20,sunny,0,0,34
2023-08-08,1,21,sunny,0,0,24
2023-08-09,2,11,rainy,0,0,6
2023-08-09,2,12,rainy,0,0,15
2023-08-09,2,13,rainy,0,0,24
2023-08-09,2,14,rainy,0,0,13
2023-08-09,2,15,rainy,0,0,8
2023-08-09,2,16,rainy,0,0,5
2023-08-09,2,17,rainy,0,0,9
2023-08-09,2,18,rainy,0,0,25
2023-08-09,2,19,rainy,0,0,30
2023-08-09,2,20,rainy,0,0,27
2023-08-09,2,21,rainy,0,0,15
2023-08-10,3,11,sunny,0,0,8
2023-08-10,3,12,sunny,0,0,24
2023-08-10,3,13,sunny,0,0,26
2023-08-10,3,14,sunny,0,0,19
2023-08-10,3,15,sunny,0,0,11
2023-08-10,3,16,sunny,0,0,6
2023-08-10,3,17,sunny,0,0,13
2023-08-10,3,18,sunny,0,0,34
2023-08-10,3,19,sunny,0,0,48
2023-08-10,3,20,sunny,0,0,44
2023-08-10,3,21,sunny,0,0,21
2023-08-11,4,11,sunny,0,0,9
2023-08-11,4,12,sunny,0,0,26
2023-08-11,4,13,sunny,0,0,32
2023-08-11,4,14,sunny,0,0,19
2023-08-11,4,15,sunny,0,0,11
2023-08-11,4,16,sunny,0,0,7
2023-08-11,4,17,sunny,0,0,16
2023-08-11,4,18,sunny,0,0,35
2023-08-11,4,19,sunny,0,0,48
2023-08-11,4,20,sunny,0,0,39
2023-08-11,4,21,sunny,0,0,25
2023-08-12,5,11,sunny,0,0,11
2023-08-12,5,12,sunny,0,0,33
2023-08-12,5,13,sunny,0,0,46
2023-08-12,5,14,sunny,0,0,29
2023-08-12,5,15,sunny,0,0,21
2023-08-12,5,16,sunny,0,0,10
2023-08-12,5,17,sunny,0,0,16
2023-08-12,5,18,sunny,0,0,47
2023-08-12,5,19,sunny,0,0,50
2023-08-12,5,20,sunny,0,0,55
2023-08-12,5,21,sunny,0,0,28
2023-08-13,6,11,sunny,0,0,11
2023-08-13,6,12,sunny,0,0,30
2023-08-13,6,13,sunny,0,0,50
2023-08-13,6,14,sunny,0,0,25
2023-08-13,6,15,sunny,0,0,18
2023-08-13,6,16,sunny,0,0,9
2023-08-13,6,17,sunny,0,0,18
2023-08-13,6,18,sunny,0,0,46
2023-08-13,6,19,sunny,0,0,62
2023-08-13,6,20,sunny,0,0,40
2023-08-13,6,21,sunny,0,0,28
2023-08-14,0,11,sunny,0,0,10
2023-08-14,0,12,sunny,0,0,25
2023-08-14,0,13,sunny,0,0,38
2023-08-14,0,14,sunny,0,0,23
2023-08-14,0,15,sunny,0,0,11
2023-08-14,0,16,sunny,0,0,7
2023-08-14,0,17,sunny,0,0,13
2023-08-14,0,18,sunny,0,0,27
2023-08-14,0,19,sunny,0,0,40
2023-08-14,0,20,sunny,0,0,47
2023-08-14,0,21,sunny,0,0,22
2023-08-15,1,11,sunny,0,0,11
2023-08-15,1,12,sunny,0,0,30
2023-08-15,1,13,sunny,0,0,40
2023-08-15,1,14,sunny,0,0,20
2023-08-15,1,15,sunny,0,0,11
2023-08-15,1,16,sunny,0,0,5
2023-08-15,1,17,sunny,0,0,16
2023-08-15,1,18,sunny,0,0,29
2023-08-15,1,19,sunny,0,0,47
2023-08-15,1,20,sunny,0,0,34
2023-08-15,1,21,sunny,0,0,21
2023-08-16,2,11,sunny,0,0,8
2023-08-16,2,12,sunny,0,0,23
2023-08-16,2,13,sunny,0,0,35
2023-08-16,2,14,sunny,0,0,17
2023-08-16,2,15,sunny,0,0,11
2023-08-16,2,16,sunny,0,0,7
2023-08-16,2,17,sunny,0,0,12
2023-08-16,2,18,sunny,0,0,31
2023-08-16,2,19,sunny,0,0,44
2023-08-16,2,20,sunny,0,0,45
2023-08-16,2,21,sunny,0,0,23
2023-08-17,3,11,rainy,0,0,5
2023-08-17,3,12,rainy,0,0,19
2023-08-17,3,13,rainy,0,0,23
2023-08-17,3,14,rainy,0,0,13
2023-08-17,3,15,rainy,0,0,7
2023-08-17,3,16,rainy,0,0,4
2023-08-17,3,17,rainy,0,0,10
2023-08-17,3,18,rainy,0,0,27
2023-08-17,3,19,rainy,0,0,29
2023-08-17,3,20,rainy,0,0,29
2023-08-17,3,21,rainy,0,0,11
2023-08-18,4,11,sunny,0,0,9
2023-08-18,4,12,sunny,0,0,24
2023-08-18,4,13,sunny,0,0,32
2023-08-18,4,14,sunny,0,0,23
2023-08-18,4,15,sunny,0,0,12
2023-08-18,4,16,sunny,0,0,5
2023-08-18,4,17,sunny,0,0,11
2023-08-18,4,18,sunny,0,0,35
2023-08-18,4,19,sunny,0,0,53
2023-08-18,4,20,sunny,0,0,29
2023-08-18,4,21,sunny,0,0,23
2023-08-19,5,11,cloudy,0,0,10
2023-08-19,5,12,cloudy,0,0,35
2023-08-19,5,13,cloudy,0,0,37
2023-08-19,5,14,cloudy,0,0,26
2023-08-19,5,15,cloudy,0,0,14
2023-08-19,5,16,cloudy,0,0,6
2023-08-19,5,17,cloudy,0,0,18
2023-08-19,5,18,cloudy,0,0,43
2023-08-19,5,19,cloudy,0,0,59
2023-08-19,5,20,cloudy,0,0,72
2023-08-19,5,21,cloudy,0,0,20
2023-08-20,6,11,rainy,0,0,10
2023-08-20,6,12,rainy,0,0,22
2023-08-20,6,13,rainy,0,0,27
2023-08-20,6,14,rainy,0,0,17
2023-08-20,6,15,rainy,0,0,10
2023-08-20,6,16,rainy,0,0,5
2023-08-20,6,17,rainy,0,0,13
2023-08-20,6,18,rainy,0,0,29
2023-08-20,6,19,rainy,0,0,35
2023-08-20,6,20,rainy,0,0,34
2023-08-20,6,21,rainy,0,0,23
2023-08-21,0,11,rainy,0,0,5
2023-08-21,0,12,rainy,0,0,19
2023-08-21,0,13,rainy,0,0,24
2023-08-21,0,14,rainy,0,0,17
2023-08-21,0,15,rainy,0,0,7
2023-08-21,0,16,rainy,0,0,5
2023-08-21,0,17,rainy,0,0,9
2023-08-21,0,18,rainy,0,0,27
2023-08-21,0,19,rainy,0,0,29
2023-08-21,0,20,rainy,0,0,30
2023-08-21,0,21,rainy,0,0,15
2023-08-22,1,11,stormy,0,0,4
2023-08-22,1,12,stormy,0,0,11
2023-08-22,1,13,stormy,0,0,15
2023-08-22,1,14,stormy,0,0,11
2023-08-22,1,15,stormy,0,0,6
2023-08-22,1,16,stormy,0,0,3
2023-08-22,1,17,stormy,0,0,6
2023-08-22,1,18,stormy,0,0,14
2023-08-22,1,19,stormy,0,0,24
2023-08-22,1,20,stormy,0,0,21
2023-08-22,1,21,stormy,0,0,12
2023-08-23,2,11,stormy,0,0,4
2023-08-23,2,12,stormy,0,0,11
2023-08-23,2,13,stormy,0,0,12
2023-08-23,2,14,stormy,0,0,9
2023-08-23,2,15,stormy,0,0,6
2023-08-23,2,16,stormy,0,0,3
2023-08-23,2,17,stormy,0,0,7
2023-08-23,2,18,stormy,0,0,16
2023-08-23,2,19,stormy,0,0,22
2023-08-23,2,20,stormy,0,0,16
2023-08-23,2,21,stormy,0,0,11
2023-08-24,3,11,sunny,0,0,5
2023-08-24,3,12,sunny,0,0,28
2023-08-24,3,13,sunny,0,0,35
2023-08-24,3,14,sunny,0,0,21
2023-08-24,3,15,sunny,0,0,13
2023-08-24,3,16,sunny,0,0,6
2023-08-24,3,17,sunny,0,0,16
2023-08-24,3,18,sunny,0,0,38
2023-08-24,3,19,sunny,0,0,44
2023-08-24,3,20,sunny,0,0,45
2023-08-24,3,21,sunny,0,0,19
2023-08-25,4,11,sunny,0,0,9
2023-08-25,4,12,sunny,0,0,24
2023-08-25,4,13,sunny,0,0,40
2023-08-25,4,14,sunny,0,0,22
2023-08-25,4,15,sunny,0,0,13
2023-08-25,4,16,sunny,0,0,7
2023-08-25,4,17,sunny,0,0,11
2023-08-25,4,18,sunny,0,0,39
2023-08-25,4,19,sunny,0,0,38
2023-08-25,4,20,sunny,0,0,43
2023-08-25,4,21,sunny,0,0,21
2023-08-26,5,11,sunny,0,0,15
2023-08-26,5,12,sunny,0,0,39
2023-08-26,5,13,sunny,0,0,45
2023-08-26,5,14,sunny,0,0,33
2023-08-26,5,15,sunny,0,0,14
2023-08-26,5,16,sunny,0,0,10
2023-08-26,5,17,sunny,0,0,19
2023-08-26,5,18,sunny,0,0,49
2023-08-26,5,19,sunny,0,0,74
2023-08-26,5,20,sunny,0,0,61
2023-08-26,5,21,sunny,0,0,33
2023-08-27,6,11,sunny,0,0,11
2023-08-27,6,12,sunny,0,0,33
2023-08-27,6,13,sunny,0,0,36
2023-08-27,6,14,sunny,0,0,34
2023-08-27,6,15,sunny,0,0,17
2023-08-27,6,16,sunny,0,0,9
2023-08-27,6,17,sunny,0,0,18
2023-08-27,6,18,sunny,0,0,43
2023-08-27,6,19,sunny,0,0,52
2023-08-27,6,20,sunny,0,0,52
2023-08-27,6,21,sunny,0,0,30
2023-08-28,0,11,sunny,0,0,7
2023-08-28,0,12,sunny,0,0,19
2023-08-28,0,13,sunny,0,0,28
2023-08-28,0,14,sunny,0,0,19
2023-08-28,0,15,sunny,0,0,14
2023-08-28,0,16,sunny,0,0,7
2023-08-28,0,17,sunny,0,0,11
2023-08-28,0,18,sunny,0,0,36
2023-08-28,0,19,sunny,0,0,37
2023-08-28,0,20,sunny,0,0,45
2023-08-28,0,21,sunny,0,0,21
2023-08-29,1,11,rainy,0,0,5
2023-08-29,1,12,rainy,0,0,14
2023-08-29,1,13,rainy,0,0,20
2023-08-29,1,14,rainy,0,0,16
2023-08-29,1,15,rainy,0,0,6
2023-08-29,1,16,rainy,0,0,3
2023-08-29,1,17,rainy,0,0,9
2023-08-29,1,18,rainy,0,0,25
2023-08-29,1,19,rainy,0,0,36
2023-08-29,1,20,rainy,0,0,26
2023-08-29,1,21,rainy,0,0,15
2023-08-30,2,11,cloudy,0,0,9
2023-08-30,2,12,cloudy,0,0,22
2023-08-30,2,13,cloudy,0,0,29
2023-08-30,2,14,cloudy,0,0,16
2023-08-30,2,15,cloudy,0,0,10
2023-08-30,2,16,cloudy,0,0,4
2023-08-30,2,17,cloudy,0,0,11
2023-08-30,2,18,cloudy,0,0,31
2023-08-30,2,19,cloudy,0,0,35
2023-08-30,2,20,cloudy,0,0,35
2023-08-30,2,21,cloudy,0,0,21
2023-08-31,3,11,rainy,1,0,7
2023-08-31,3,12,rainy,1,0,23
2023-08-31,3,13,rainy,1,0,32
2023-08-31,3,14,rainy,1,0,19
2023-08-31,3,15,rainy,1,0,10
2023-08-31,3,16,rainy,1,0,6
2023-08-31,3,17,rainy,1,0,14
2023-08-31,3,18,rainy,1,0,24
2023-08-31,3,19,rainy,1,0,49
2023-08-31,3,20,rainy,1,0,36
2023-08-31,3,21,rainy,1,0,22
2023-09-01,4,11,sunny,0,0,11
2023-09-01,4,12,sunny,0,0,26
2023-09-01,4,13,sunny,0,0,32
2023-09-01,4,14,sunny,0,0,27
2023-09-01,4,15,sunny,0,0,11
2023-09-01,4,16,sunny,0,0,7
2023-09-01,4,17,sunny,0,0,15
2023-09-01,4,18,sunny,0,0,32
2023-09-01,4,19,sunny,0,0,48
2023-09-01,4,20,sunny,0,0,45
2023-09-01,4,21,sunny,0,0,24
2023-09-02,5,11,sunny,0,0,10
2023-09-02,5,12,sunny,0,0,36
2023-09-02,5,13,sunny,0,0,54
2023-09-02,5,14,sunny,0,0,29
2023-09-02,5,15,sunny,0,0,16
2023-09-02,5,16,sunny,0,0,10
2023-09-02,5,17,sunny,0,0,16
2023-09-02,5,18,sunny,0,0,58
2023-09-02,5,19,sunny,0,0,65
2023-09-02,5,20,sunny,0,0,67
2023-09-02,5,21,sunny,0,0,29
2023-09-03,6,11,rainy,0,0,10
2023-09-03,6,12,rainy,0,0,23
2023-09-03,6,13,rainy,0,0,28
2023-09-03,6,14,rainy,0,0,21
2023-09-03,6,15,rainy,0,0,10
2023-09-03,6,16,rainy,0,0,4
2023-09-03,6,17,rainy,0,0,10
2023-09-03,6,18,rainy,0,0,30
2023-09-03,6,19,rainy,0,0,43
2023-09-03,6,20,rainy,0,0,36
2023-09-03,6,21,rainy,0,0,23
2023-09-04,0,11,cloudy,0,0,6
2023-09-04,0,12,cloudy,0,0,24
2023-09-04,0,13,cloudy,0,0,27
2023-09-04,0,14,cloudy,0,0,18
2023-09-04,0,15,cloudy,0,0,8
2023-09-04,0,16,cloudy,0,0,6
2023-09-04,0,17,cloudy,0,0,13
2023-09-04,0,18,cloudy,0,0,32
2023-09-04,0,19,cloudy,0,0,39
2023-09-04,0,20,cloudy,0,0,37
2023-09-04,0,21,cloudy,0,0,18
2023-09-05,1,11,stormy,1,0,6
2023-09-05,1,12,stormy,1,0,19
2023-09-05,1,13,stormy,1,0,23
2023-09-05,1,14,stormy,1,0,12
2023-09-05,1,15,stormy,1,0,7
2023-09-05,1,16,stormy,1,0,3
2023-09-05,1,17,stormy,1,0,9
2023-09-05,1,18,stormy,1,0,23
2023-09-05,1,19,stormy,1,0,23
2023-09-05,1,20,stormy,1,0,22
2023-09-05,1,21,stormy,1,0,14
2023-09-06,2,11,sunny,0,0,9
2023-09-06,2,12,sunny,0,0,26
2023-09-06,2,13,sunny,0,0,31
2023-09-06,2,14,sunny,0,0,18
2023-09-06,2,15,sunny,0,0,12
2023-09-06,2,16,sunny,0,0,8
2023-09-06,2,17,sunny,0,0,12
2023-09-06,2,18,sunny,0,0,31
2023-09-06,2,19,sunny,0,0,48
2023-09-06,2,20,sunny,0,0,38
2023-09-06,2,21,sunny,0,0,22
2023-09-07,3,11,sunny,1,0,13
2023-09-07,3,12,sunny,1,0,26
2023-09-07,3,13,sunny,1,0,50
2023-09-07,3,14,sunny,1,0,28
2023-09-07,3,15,sunny,1,0,14
2023-09-07,3,16,sunny,1,0,9
2023-09-07,3,17,sunny,1,0,18
2023-09-07,3,18,sunny,1,0,36
2023-09-07,3,19,sunny,1,0,73
2023-09-07,3,20,sunny,1,0,54
2023-09-07,3,21,sunny,1,0,32
2023-09-08,4,11,sunny,0,0,10
2023-09-08,4,12,sunny,0,0,26
2023-09-08,4,13,sunny,0,0,39
2023-09-08,4,14,sunny,0,0,16
2023-09-08,4,15,sunny,0,0,12
2023-09-08,4,16,sunny,0,0,7
2023-09-08,4,17,sunny,0,0,15
2023-09-08,4,18,sunny,0,0,40
2023-09-08,4,19,sunny,0,0,46
2023-09-08,4,20,sunny,0,0,40
2023-09-08,4,21,sunny,0,0,24
2023-09-09,5,11,sunny,0,0,11
2023-09-09,5,12,sunny,0,0,23
2023-09-09,5,13,sunny,0,0,43
2023-09-09,5,14,sunny,0,0,25
2023-09-09,5,15,sunny,0,0,12
2023-09-09,5,16,sunny,0,0,8
2023-09-09,5,17,sunny,0,0,19
2023-09-09,5,18,sunny,0,0,56
2023-09-09,5,19,sunny,0,0,66
2023-09-09,5,20,sunny,0,0,52
2023-09-09,5,21,sunny,0,0,33
2023-09-10,6,11,sunny,0,0,10
2023-09-10,6,12,sunny,0,0,25
2023-09-10,6,13,sunny,0,0,39
2023-09-10,6,14,sunny,0,0,27
2023-09-10,6,15,sunny,0,0,14
2023-09-10,6,16,sunny,0,0,8
2023-09-10,6,17,sunny,0,0,15
2023-09-10,6,18,sunny,0,0,48
2023-09-10,6,19,sunny,0,0,50
2023-09-10,6,20,sunny,0,0,57
2023-09-10,6,21,sunny,0,0,26
2023-09-11,0,11,cloudy,0,0,7
2023-09-11,0,12,cloudy,0,0,24
2023-09-11,0,13,cloudy,0,0,29
2023-09-11,0,14,cloudy,0,0,20
2023-09-11,0,15,cloudy,0,0,10
2023-09-11,0,16,cloudy,0,0,5
2023-09-11,0,17,cloudy,0,0,11
2023-09-11,0,18,cloudy,0,0,27
2023-09-11,0,19,cloudy,0,0,46
2023-09-11,0,20,cloudy,0,0,29
2023-09-11,0,21,cloudy,0,0,22
2023-09-12,1,11,sunny,0,0,10
2023-09-12,1,12,sunny,0,0,30
2023-09-12,1,13,sunny,0,0,30
2023-09-12,1,14,sunny,0,0,22
2023-09-12,1,15,sunny,0,0,14
2023-09-12,1,16,sunny,0,0,6
2023-09-12,1,17,sunny,0,0,11
2023-09-12,1,18,sunny,0,0,26
2023-09-12,1,19,sunny,0,0,49
2023-09-12,1,20,sunny,0,0,31
2023-09-12,1,21,sunny,0,0,21
2023-09-13,2,11,stormy,0,0,4
2023-09-13,2,12,stormy,0,0,12
2023-09-13,2,13,stormy,0,0,17
2023-09-13,2,14,stormy,0,0,8
2023-09-13,2,15,stormy,0,0,5
2023-09-13,2,16,stormy,0,0,2
2023-09-13,2,17,stormy,0,0,7
2023-09-13,2,18,stormy,0,0,18
2023-09-13,2,19,stormy,0,0,23
2023-09-13,2,20,stormy,0,0,21
2023-09-13,2,21,stormy,0,0,9
2023-09-14,3,11,cloudy,0,0,8
2023-09-14,3,12,cloudy,0,0,26
2023-09-14,3,13,cloudy,0,0,22
2023-09-14,3,14,cloudy,0,0,16
2023-09-14,3,15,cloudy,0,0,9
2023-09-14,3,16,cloudy,0,0,6
2023-09-14,3,17,cloudy,0,0,10
2023-09-14,3,18,cloudy,0,0,32
2023-09-14,3,19,cloudy,0,0,46
2023-09-14,3,20,cloudy,0,0,37
2023-09-14,3,21,cloudy,0,0,20
2023-09-15,4,11,rainy,1,0,8
2023-09-15,4,12,rainy,1,0,23
2023-09-15,4,13,rainy,1,0,38
2023-09-15,4,14,rainy,1,0,23
2023-09-15,4,15,rainy,1,0,11
2023-09-15,4,16,rainy,1,0,6
2023-09-15,4,17,rainy,1,0,10
2023-09-15,4,18,rainy,1,0,31
2023-09-15,4,19,rainy,1,0,58
2023-09-15,4,20,rainy,1,0,35
2023-09-15,4,21,rainy,1,0,24
2023-09-16,5,11,sunny,0,0,13
2023-09-16,5,12,sunny,0,0,39
2023-09-16,5,13,sunny,0,0,45
2023-09-16,5,14,sunny,0,0,38
2023-09-16,5,15,sunny,0,0,12
2023-09-16,5,16,sunny,0,0,10
